original,revised,aligned,id
I am looking to hear the new from yours group .,I am looking to hear the news from your group .,I am looking to hear the {new=>news} from {yours=>your} group .,fce_dev_45
The Party is ideologically aligned with the Liberal Party of Canada .,The party is ideologically aligned with the Liberal Party of Canada .,The {Party=>party} is ideologically aligned with the Liberal Party of Canada .,wiki_dev_22
"Many speculate that if the Escort ZX2 's more powerful 130 HP Zetec engine would have been avalable or standard on the Tracer , it would have proved much more successfull .","Many speculate that if the Escort ZX2 's more powerful 130 HP Zetec engine would have been available or standard on the Tracer , it would have proved much more successful .","Many speculate that if the Escort ZX2 's more powerful 130 HP Zetec engine would have been {avalable=>available} or standard on the Tracer , it would have proved much more {successfull=>successful} .",wiki_test_360
"She returned 77 rounds from a range of 13,000 yards ... "" to remove herself from the threat .","She returned 77 rounds from a range of 13,000 yards "" ... to remove herself from the threat. ""","She returned 77 rounds from a range of 13,000 yards {=>""} ... {""=>} to remove herself from the {threat .=>threat. ""}",wiki_test_94
"Later in the night she attacked Cheerleader Melissa , who she 's going to wrestle with in the semi-finals of the tournment on October 23rd , 2010 .","Later in the night she attacked Cheerleader Melissa , whom she 's going to wrestle in the semi-finals of the tournament on October 23rd , 2010 .","Later in the night she attacked Cheerleader Melissa , {who=>whom} she 's going to wrestle {with=>} in the semi-finals of the {tournment=>tournament} on October 23rd , 2010 .",wiki_dev_644
"In the terms of the truce , Lithuania had to surrennder about a third of its territory to the nascent expansionist Russian state .","In the terms of the truce , Lithuania had to surrender about a third of its territory to the nascent expansionist Russian state .","In the terms of the truce , Lithuania had to {surrennder=>surrender} about a third of its territory to the nascent expansionist Russian state .",wiki_test_43
""" In the 2002 Apertura "" , 8 teams in two seperate groups of 4 teams .",""" In the 2002 Apertura "" , 8 teams in two separate groups of 4 teams .",""" In the 2002 Apertura "" , 8 teams in two {seperate=>separate} groups of 4 teams .",wiki_dev_817
I 'll make a disambig page .,I 'll make a disambiguation page .,I 'll make a {disambig=>disambiguation} page .,wiki_test_914
"The second , each narrator must be reliable in his ability to "" preserve "" that narration - be it in his ability to memorize to the extent that he can recall it as he heard it , or , that he has written it as he heard it , and has preserved that written document unchanged .","The second , each narrator must be reliable in his ability to "" preserve "" that narration , be it in his ability to memorize to the extent that he can recall it as he heard it , or in that he has written it as he heard it and has preserved that written document unchanged .","The second , each narrator must be reliable in his ability to "" preserve "" that narration {-=>,} be it in his ability to memorize to the extent that he can recall it as he heard it , or {,=>in} that he has written it as he heard it {,=>} and has preserved that written document unchanged .",wiki_dev_353
"I think it 's a great opportunity because , we will have a chance to se the latest fashion , leisure and sport wear , and as well the way to do the perfect make up and hairstyl .","I think it 's a great opportunity because we will have a chance to see the latest fashion , leisure and sportswear , as well as the way to do perfect makeup and hairstyles .","I think it 's a great opportunity because {,=>} we will have a chance to {se=>see} the latest fashion , leisure and {sport wear=>sportswear} , {and=>} as well {=>as} the way to do {the=>} perfect {make up=>makeup} and {hairstyl=>hairstyles} .",fce_test_3
FIRSTLY I WANT TO COMPLAIN ABOUT WHAT YOU WROTE ON THE BROCHURE .,"FIRSTLY , I WANT TO COMPLAIN ABOUT WHAT YOU WROTE ON THE BROCHURE .","FIRSTLY {=>,} I WANT TO COMPLAIN ABOUT WHAT YOU WROTE ON THE BROCHURE .",fce_dev_554
"Many of the Rugby league positions have similar names and requirements to Rugby union positions but there are no "" flankers "" in rugby league .","Many of the Rugby league positions have similar names and requirements to Rugby union positions, but there are no "" flankers "" in Rugby league .","Many of the Rugby league positions have similar names and requirements to Rugby union {positions=>positions,} but there are no "" flankers "" in {rugby=>Rugby} league .",wiki_test_68
"The dress white uniform is consists of a stand-collar white tunic , white , and white dress shoes .",The dress white uniform consists of a stand collar white tunic and white dress shoes .,"The dress white uniform {is=>} consists of a {stand-collar=>stand collar} white tunic {, white ,=>} and white dress shoes .",wiki_dev_515
"Since 1975 , the Corries had hosted a number of international students from exchange programs , and during her sophomore year in high school , Rachel took part in an exchange herself , travelling to Russia to stay six weeks with a family in the Sakhalin Islands .","Since 1975 , the Corries had hosted a number of international students from exchange programs , and during her sophomore year in high school , Rachel took part in an exchange herself , traveling to Russia to stay six weeks with a family in the Sakhalin Islands .","Since 1975 , the Corries had hosted a number of international students from exchange programs , and during her sophomore year in high school , Rachel took part in an exchange herself , {travelling=>traveling} to Russia to stay six weeks with a family in the Sakhalin Islands .",wiki_dev_752
"I 'm currently a medical student at King 's College London , and am taking advantage of the deluge of work to update some Wikipedia pages as a sort of revision exercise .",I 'm currently a medical student at King 's College London and am taking advantage of the deluge of work to update some Wikipedia pages as a sort of revision exercise .,"I 'm currently a medical student at King 's College London {,=>} and am taking advantage of the deluge of work to update some Wikipedia pages as a sort of revision exercise .",wiki_test_51
There is a storm and they can not leave .,"There is a storm , and they can not leave .","There is a storm {=>,} and they can not leave .",fce_test_212
"Eddie Money ( born March 2 , 1949 ) is a arena rock singer .","Eddie Money ( born March 2 , 1949 ) is an arena rock singer .","Eddie Money ( born March 2 , 1949 ) is {a=>an} arena rock singer .",wiki_test_39
But computers do n't have affected only in a good way because thank you to computers the number the places of work for the persons is minor .,"For jobs that you needed , for example , three hours , you can do them in ten minutes : the same work !","{But computers=>For jobs that you needed , for example , three hours , you can} do {n't have affected only=>them} in {a good way because thank you to computers=>ten minutes :} the {number the places of=>same} work {for the persons is minor .=>!}",fce_dev_77
"Lots of People wher injured and even more where suspended the next day at school , when the Headmaster found out what had happened .","Lots of people were injured , and even more were suspended the next day at school , when the Headmaster found out what had happened .","Lots of {People wher=>people were} injured {=>,} and even more {where=>were} suspended the next day at school , when the Headmaster found out what had happened .",fce_dev_619
"Countersignaling is the opposite behaviour of signaling , as it applies to the behavioural sciences such as economics , sociology and psychology .","Countersignaling is the opposite behavior of signaling , as it applies to the behavioral sciences such as economics , sociology, and psychology .","Countersignaling is the opposite {behaviour=>behavior} of signaling , as it applies to the {behavioural=>behavioral} sciences such as economics , {sociology=>sociology,} and psychology .",wiki_test_782
"We would be grateful , if you could consider our suggestion and hope to hearing from you soon .","We would be grateful if you could consider our suggestion , and we hope to hear from you soon .","We would be grateful {,=>} if you could consider our suggestion {=>,} and {=>we} hope to {hearing=>hear} from you soon .",fce_test_377
The 1980 New Zealand National Soccer League was the eleventh season of a nationwide round-robin club competition in New Zealand football .,The 1980 New Zealand National Soccer League was in the eleventh season of a nationwide round-robin club competition in New Zealand football .,The 1980 New Zealand National Soccer League was {=>in} the eleventh season of a nationwide round-robin club competition in New Zealand football .,wiki_test_35
"First of all I was really looking forward to the performance of the leading actor Danny Brook , but sadly he was n't there , he was filled in by a different actor , who was instead rather disappointing .","First of all , I was really looking forward to the performance of leading actor Danny Brook , but sadly he was n't there , and his role was filled by a different actor , who was rather disappointing .","First of all {=>,} I was really looking forward to the performance of {the=>} leading actor Danny Brook , but sadly he was n't there , {he=>and his role} was filled {in=>} by a different actor , who was {instead=>} rather disappointing .",fce_test_508
"One of gospel musics most legendary figures , Bishop Walter Hawkins is one of the most beloved figures in contemporary Gospel Music today .","One of gospel music's most legendary figures , Bishop Walter Hawkins , is one of the most beloved figures in contemporary gospel music today .","One of gospel {musics=>music's} most legendary figures , Bishop Walter Hawkins {=>,} is one of the most beloved figures in contemporary {Gospel Music=>gospel music} today .",wiki_test_720
I think that if we mix lessons with sport activities the combination will give us complete success .,"I think that if we mix lessons with sports activities , the combination will give us complete success .","I think that if we mix lessons with {sport=>sports} activities {=>,} the combination will give us complete success .",fce_test_655
"BUT WHAT CAN NOT I FORGIVE TO YOUR COMPANY IS TO CHANGE THE START AT THE LAST MOMENT , MY HUSBAND IS A DANNY BROOK 'S FAN AND HE FELT REALLY DISSAPOINTED .",BUT WHAT I CAN NOT FORGIVE YOUR COMPANY FOR IS CHANGING THE START TIME AT THE LAST MOMENT. I CAN UNDERSTAND THE DIFFICULTIES OF WORKING IN THE THEATER .,"BUT WHAT {=>I} CAN NOT {I=>} FORGIVE {TO=>} YOUR COMPANY {=>FOR} IS {TO CHANGE=>CHANGING} THE START {=>TIME} AT THE LAST {MOMENT , MY HUSBAND IS A DANNY BROOK 'S FAN AND HE FELT REALLY DISSAPOINTED=>MOMENT. I CAN UNDERSTAND THE DIFFICULTIES OF WORKING IN THE THEATER} .",fce_dev_317
"Secondly , on the article the times were 14 : 30 and 19 : 30 .","Secondly , in the article the times were 14 : 30 and 19 : 30 .","Secondly , {on=>in} the article the times were 14 : 30 and 19 : 30 .",fce_dev_572
"This first appeared on the soundtrack to the 1992 movie "" Singles "" , in which the members of Alice in Chains make a cameo appearance .","This first appeared on the soundtrack to the 1992 movie "" Singles ,"" in which the members of Alice in Chains make a cameo appearance .","This first appeared on the soundtrack to the 1992 movie "" Singles {"" ,=>,""} in which the members of Alice in Chains make a cameo appearance .",wiki_dev_188
"Heart disease used to be the most common cause of death in the UK , but the number of deaths from heart disease of people in their 50s and 60s reduced a lot during the late 20th century and during this decade - falling below that of cancer .","Heart disease used to be the most common cause of death in the UK , but the number of these deaths of people in their 50s and 60s decreased a lot during the late 20th century and fell below that of cancer .","Heart disease used to be the most common cause of death in the UK , but the number of {=>these} deaths {from heart disease=>} of people in their 50s and 60s {reduced=>decreased} a lot during the late 20th century and {during this decade - falling=>fell} below that of cancer .",wiki_dev_221
Then even say in the manga that the Prime Minister even if they do n't say it 's name controlled more than 70 % of the media an we know that Berlusconi is rightly owning much of the media in Italy .,"Then even say in the manga that the Prime Minister , even if they do n't say his name , controlled more than 70 % of the media ; and we know that Berlusconi rightly owns much of the media in Italy .","Then even say in the manga that the Prime Minister {=>,} even if they do n't say {it 's=>his} name {=>,} controlled more than 70 % of the media {an=>; and} we know that Berlusconi {is=>} rightly {owning=>owns} much of the media in Italy .",wiki_dev_327
A medical imaging device that uses ultrasound for diagnostic purposes and is smaller and lighter than the console style ultrasound machines that preceeded them .,It's a medical imaging device that uses ultrasound for diagnostic purposes and is smaller and lighter than the console style ultrasound machines that preceded them .,{A=>It's a} medical imaging device that uses ultrasound for diagnostic purposes and is smaller and lighter than the console style ultrasound machines that {preceeded=>preceded} them .,wiki_test_583
The clothes is part of each culture and one of these things which expresses our taste and personality .,Clothes are a part of each culture and one of the things which expresses our taste and personality .,{The clothes is=>Clothes are a} part of each culture and one of {these=>the} things which expresses our taste and personality .,fce_test_429
"Lastly , it could be nice to students who are interested in arts , if you help special events , for instance , song contest , writing competition or dance lessons .","Lastly , it could be nice to students who are interested in arts , if you help special events , for instance : song contest , writing competition , or dance lessons .","Lastly , it could be nice to students who are interested in arts , if you help special events , for instance {,=>:} song contest , writing competition {=>,} or dance lessons .",fce_test_559
"These officials then take both former Presidents on Marine One , and tell them that Haney wanted to see them at Camp David .","These officials take both former Presidents on Marine One , and tell them that Haney wanted to see them at Camp David .","These officials {then=>} take both former Presidents on Marine One , and tell them that Haney wanted to see them at Camp David .",wiki_test_428
We could n't imagine our life without them .,We could n't imagine our lives without them .,We could n't imagine our {life=>lives} without them .,fce_test_400
"About the accommodation , I 'd prefer to stay in log cabins , because for me and my family 's more comfortable .","About the accommodation , I 'd prefer to stay in log cabins , because for me and my family it is more comfortable .","About the accommodation , I 'd prefer to stay in log cabins , because for me and my family {'s=>it is} more comfortable .",fce_dev_282
In my opinion the journalists should have more respect for the private life of the famous people .,In my opinion the journalists should have more respect for the private life of famous people .,In my opinion the journalists should have more respect for the private life of {the=>} famous people .,fce_dev_568
What we are suggesting you is to change the programme on the afternoon of March the 14th .,What we are suggesting is to change the program on the afternoon of March 14th .,What we are suggesting {you=>} is to change the {programme=>program} on the afternoon of March {the=>} 14th .,fce_dev_816
"When I must buy something , I usually ca n't find it and then the shopping become a nightmare .","When I need to buy something , I usually ca n't find it and then shopping becomes a nightmare .","When I {must=>need to} buy something , I usually ca n't find it and then {the=>} shopping {become=>becomes} a nightmare .",fce_test_414
"Inventor , occurs which involves the officious Ernest the Policeman , the perpetually disgruntled Mr Grouser the Grocer and the narcissistic Mayor .","In each story a misunderstanding, often arising from a device created by the inventor, Mr. Inventor , occurs which involves the officious Ernest the Policeman , the perpetually disgruntled Mr. Grouser the Grocer , and the narcissistic Mayor .","{=>In each story a misunderstanding, often arising from a device created by the inventor, Mr.} Inventor , occurs which involves the officious Ernest the Policeman , the perpetually disgruntled {Mr=>Mr.} Grouser the Grocer {=>,} and the narcissistic Mayor .",wiki_dev_498
"If yes , wait until 2100s !","If yes , wait until the 2100s !","If yes , wait until {=>the} 2100s !",fce_dev_161
They are able to give and receive informations very quickly .,They are able to give and receive information very quickly .,They are able to give and receive {informations=>information} very quickly .,fce_test_277
The full time faculty list consists of both Croatian and two American professors .,The full-time faculty list consists of both Croatian and two American professors .,The {full time=>full-time} faculty list consists of both Croatian and two American professors .,wiki_dev_733
""" You see , I am a mere product of your mind , but I would like to go out of the Heavy Sleep .",""" You see , I am a mere product of your mind , but I would like to go out of the heavy sleep .",""" You see , I am a mere product of your mind , but I would like to go out of the {Heavy Sleep=>heavy sleep} .",fce_test_598
He has been touted as a leading candidate for Secretary of the Interior and for Secretary of Energy in the Obama administration .,He has been touted as a leading candidate for Secretary of the Interior and Secretary of Energy in the Obama administration .,He has been touted as a leading candidate for Secretary of the Interior and {for=>} Secretary of Energy in the Obama administration .,wiki_test_675
"Throughout the 1970s and 80 's , it has been absorbed a huge number of Jewish immigrants from Israel .","Throughout the 1970s and 80 's , it absorbed a huge number of Jewish immigrants from Israel .","Throughout the 1970s and 80 's , it {has been=>} absorbed a huge number of Jewish immigrants from Israel .",wiki_test_247
Nagase has dated J-Pop singer and former actress Ayumi Hamasaki since the beginning of both of their acting careers .,"Nagase has dated J-Pop singer and former actress , Ayumi Hamasaki , since the beginning of both of their acting careers .","Nagase has dated J-Pop singer and former actress {=>,} Ayumi Hamasaki {=>,} since the beginning of both of their acting careers .",wiki_dev_297
""" After way too any hours wasted on this , I have not been able to confirm that assumption , so I now retract that statement .","After way too many hours wasted on this , I have not been able to confirm that assumption , so I now retract that statement .","{""=>} After way too {any=>many} hours wasted on this , I have not been able to confirm that assumption , so I now retract that statement .",wiki_dev_424
The festival was generally good but I have some suggestions for the next year 's festival .,"The festival was generally good , but I have some suggestions for the next year 's festival .","The festival was generally good {=>,} but I have some suggestions for the next year 's festival .",fce_dev_627
its formula _ 58 and formula _ 59 variables based on this information .,"It's formula 58 and formula _ 59 variables , based on this information .","{its=>It's} formula {_=>} 58 and formula _ 59 variables {=>,} based on this information .",wiki_test_263
Longer following diatance is required in the Hsuehshan Tunnel .,Longer following distance is required in the Hsuehshan Tunnel .,Longer following {diatance=>distance} is required in the Hsuehshan Tunnel .,wiki_test_426
"[ http : / / www.washington.edu / burkemuseum / spidermyth / myths / skineggs.html # hedgeapple ] However , hedge apple "" oil "" has been shown to effectively repel cockroaches ( University of Iowa , 2004 ) , and the fruit may indeed have an effect of repelling cockroaches and boxelder bugs .","[ http : / / www.washington.edu / burkemuseum / spidermyth / myths / skineggs.html # hedgeapple ] However , hedge apple "" oil "" has been shown to effectively repel cockroaches ( University of Iowa , 2004 ) , and the fruit may indeed have the effect of repelling cockroaches and boxelder bugs .","[ http : / / www.washington.edu / burkemuseum / spidermyth / myths / skineggs.html # hedgeapple ] However , hedge apple "" oil "" has been shown to effectively repel cockroaches ( University of Iowa , 2004 ) , and the fruit may indeed have {an=>the} effect of repelling cockroaches and boxelder bugs .",wiki_test_618
"The word "" bruschetta , particularily in American English is commonly rendered as with an English ' sh ' sound , probably due Americans ' familiarity with words and surnames of German origin containing ' sch , ' which would be pronounced this way .","The word "" bruschetta "" , particularly in American English , is commonly rendered as with an English "" sh "" sound , probably due to Americans ' familiarity with words and surnames of German origin containing "" sch "" , which would be pronounced this way .","The word "" bruschetta {=>""} , {particularily=>particularly} in American English {=>,} is commonly rendered as with an English {'=>""} sh {'=>""} sound , probably due {=>to} Americans ' familiarity with words and surnames of German origin containing {'=>""} sch {=>""} , {'=>} which would be pronounced this way .",wiki_dev_730
"I was dangerous , but I knew I had to do it .","It was dangerous , but I knew I had to do it .","{I=>It} was dangerous , but I knew I had to do it .",fce_test_696
"In response to your question and if you do n't mind , I would prefer to travel in July because I 've already chosen my holiday and my boss wo n't give me another one .","In response to your question , and if you do n't mind , I would prefer to travel in July because I 've already chosen my vacation , and my boss wo n't give me another one .","In response to your question {=>,} and if you do n't mind , I would prefer to travel in July because I 've already chosen my {holiday=>vacation ,} and my boss wo n't give me another one .",fce_dev_22
"From my point of view , modern technology has first permit to me to find a job as I work as a computer engineer .","From my point of view , modern technology has helped me find a job as I work as a computer engineer .","From my point of view , modern technology has {first permit to=>helped} me {to=>} find a job as I work as a computer engineer .",fce_dev_822
I have to choose painting and the photography therefore .,I have chosen painting and photography .,I have {to choose=>chosen} painting and {the=>} photography {therefore=>} .,fce_test_729
"My professor said ' go and get familier with your computer , otherwise you 'll fail ' .","My professor said , "" go and get familiar with your computer , otherwise you 'll fail . ""","My professor said {'=>, ""} go and get {familier=>familiar} with your computer , otherwise you 'll fail {'=>} . {=>""}",fce_dev_288
"All forms of corporal punishment were banned in all schools in the UK in the early 1990s , and it has also been banned in schools worldwide , with the exception of 23 states in the USA ( where the paddle is used , not the slipper ) .","All forms of corporal punishment were banned in all schools in the UK in the early 1990s . It has been banned in schools worldwide , with the exception of 23 states in the USA ( where the paddle is used , not the slipper ) .","All forms of corporal punishment were banned in all schools in the UK in the early 1990s {, and it=>. It} has {also=>} been banned in schools worldwide , with the exception of 23 states in the USA ( where the paddle is used , not the slipper ) .",wiki_test_236
"In some sects the hassidim believe that their rebbe is the "" "" tzadik hador "" "" ( greatest and holiest saint of the generation ) and would regard any thought that detracts from his perfection and holiness as heresy .","In some sects the Hasidim believe that their rebbe is the "" Tzadik hador "" ( greatest and holiest saint of the generation ) , and would regard any thought that detracts from his perfection and holiness as heresy .","In some sects the {hassidim=>Hasidim} believe that their rebbe is the "" {"" tzadik=>Tzadik} hador {""=>} "" ( greatest and holiest saint of the generation ) {=>,} and would regard any thought that detracts from his perfection and holiness as heresy .",wiki_test_332
Some brands also include an antisceptic ingredient although the alcohol and other ingredients may serve the same purpose .,"Some brands also include an antiseptic ingredient , although the alcohol and other ingredients may serve the same purpose .","Some brands also include an {antisceptic=>antiseptic} ingredient {=>,} although the alcohol and other ingredients may serve the same purpose .",wiki_test_837
"Rika Nonaka ( ) is a tomboyish girl from a family consisting of her youthful mother and grandmother , known as the "" Digimon Queen "" due to her experience in the Digimon card tournament .","Rika Nonaka is a tomboyish girl from a family consisting of her youthful mother and grandmother , known as the "" Digimon Queen , "" due to her experience in the Digimon card tournament .","Rika Nonaka {( )=>} is a tomboyish girl from a family consisting of her youthful mother and grandmother , known as the "" Digimon Queen {=>,} "" due to her experience in the Digimon card tournament .",wiki_test_541
I have choosen golf because I have never played in this game .,I have chosen golf because I have never played this game .,I have {choosen=>chosen} golf because I have never played {in=>} this game .,fce_dev_278
"On June 6 , 1843 , Polly Wash was declared a free woman by an all-white jury , on the basis of witnesses who testified she had been held as a slave in Illinois , where the law stated slaveholders ' forfeited their rights to slaves if they stayed in the state .","On June 6 , 1843 , Polly Wash was declared a free woman by an all-white jury , on the basis of witnesses who testified she had been held as a slave in Illinois , where the law stated slaveholders forfeited their rights to slaves if they stayed in the state .","On June 6 , 1843 , Polly Wash was declared a free woman by an all-white jury , on the basis of witnesses who testified she had been held as a slave in Illinois , where the law stated slaveholders {'=>} forfeited their rights to slaves if they stayed in the state .",wiki_test_806
It was really disappointing !,It was very disappointing !,It was {really=>very} disappointing !,fce_dev_393
Alexander materialized on the abandoned satellite that was formerly the headquarters of the Justice League .,"Alexander materialized on the abandoned satellite , that was formerly the headquarters of the Justice League .","Alexander materialized on the abandoned satellite {=>,} that was formerly the headquarters of the Justice League .",wiki_test_434
I am writing to you on behalf of my class concerning our trip to London .,"I am writing to you on behalf of my class , concerning our trip to London .","I am writing to you on behalf of my class {=>,} concerning our trip to London .",fce_dev_242
Perhaps I could show you the pictures I took .,"I 'd love to hear all your news , why do n't you come and visit me ?","{Perhaps=>} I {could show=>'d love to hear all your news , why do n't} you {the pictures I took .=>come and visit me ?}",fce_test_393
"Worldwide , it is the highest grossing film based on comics and the twlefth film in cinematic history to earn more than $ 1 billion worldwide .","Worldwide , it is the highest grossing film based on a comic series , and the twelfth film in cinematic history to earn more than $ 1 billion worldwide .","Worldwide , it is the highest grossing film based on {comics=>a comic series ,} and the {twlefth=>twelfth} film in cinematic history to earn more than $ 1 billion worldwide .",wiki_dev_641
"Although the show was supposed to start at 19=30 , it started at 20=15 , so I had to wait for an hour .","Although the show was supposed to start at 19 : 30 , it started at 20 : 15 , so I had to wait for an hour .","Although the show was supposed to start at {19=30=>19 : 30} , it started at {20=15=>20 : 15} , so I had to wait for an hour .",fce_dev_266
"Acting as minister of Communications Sanín decided not to allow the retake to be broadcasted life on television or radio , instead it continued with the usual programming .","Acting as Minister of Communications , Sanín decided not to allow the retake to be broadcasted live on television or radio , instead it continued with the usual programming .","Acting as {minister=>Minister} of Communications {=>,} Sanín decided not to allow the retake to be broadcasted {life=>live} on television or radio , instead it continued with the usual programming .",wiki_test_499
The price of ticket was another problem .,The price of the ticket was another problem .,The price of {=>the} ticket was another problem .,fce_dev_109
Between 1896 and 1914 he provided hundreds of illustrations for over 50 books for various publishers ( see booklist below ) .,"Between 1896 and 1914 , he provided hundreds of illustrations for over 50 books for various publishers ( see booklist below ).","Between 1896 and 1914 {=>,} he provided hundreds of illustrations for over 50 books for various publishers ( see booklist below {) .=>).}",wiki_dev_648
By the 17 December the weather had cleared sufficient to begin the attack .,"By the 17th of December , the weather had cleared sufficiently to begin the attack .","By the {17=>17th of} December {=>,} the weather had cleared {sufficient=>sufficiently} to begin the attack .",wiki_dev_734
"Therefore I read Agatha Christie 's , , Best Detective Stories of Agatha Christie "" .","Therefore , I read Agatha Christie 's "" Best Detective Stories of Agatha Christie . ""","Therefore {=>,} I read Agatha Christie 's {, ,=>""} Best Detective Stories of Agatha Christie {=>.} "" {.=>}",fce_test_292
"Finally , I would like to ask you which kind of clothes are more suitable for that time of the year at the camp , the amount of money that more or less I would need to bring with me and if there is any cooking equipment to cook the meals ourselves .","Finally , I would like to ask you which kinds of clothes are more suitable for that time of the year at the camp , the amount of money that more or less I would need to bring with me , and if there is any cooking equipment to cook the meals ourselves .","Finally , I would like to ask you which {kind=>kinds} of clothes are more suitable for that time of the year at the camp , the amount of money that more or less I would need to bring with me {=>,} and if there is any cooking equipment to cook the meals ourselves .",fce_test_417
"Previously , the city was the provincial capital of Arachosia and was ruled by the Achaemenid Empire .","Previously , the city was the provincial capital of Arachosia , and was ruled by the Achaemenid Empire .","Previously , the city was the provincial capital of Arachosia {=>,} and was ruled by the Achaemenid Empire .",wiki_dev_9
"However , Oshawa was part of the Ontario ( County ) riding when Michael Starr a high ranking Progressive Conservative MP and Cabinet Member in the Diefenbaker era served .","However , Oshawa was part of the Ontario ( County ) riding when Michael Starr was a high - ranking Progressive Conservative MP and Cabinet Member in the Diefenbaker era .","However , Oshawa was part of the Ontario ( County ) riding when Michael Starr {=>was} a high {=>-} ranking Progressive Conservative MP and Cabinet Member in the Diefenbaker era {served=>} .",wiki_test_423
"The University of Aberdeen writers festival is held in the King 's College Conference Centre , a set of marquees , and other university venues on the historic campus in Old Aberdeen .","The University of Aberdeen Writers Festival is held in the King 's College Conference Centre , a set of marquees , and other university venues on the historic campus in Old Aberdeen .","The University of Aberdeen {writers festival=>Writers Festival} is held in the King 's College Conference Centre , a set of marquees , and other university venues on the historic campus in Old Aberdeen .",wiki_test_452
Please write the wikitable list of expressway 's interchange at any Malaysian expressway articles .,Please write the wiki table list of expressway 's interchanges at any Malaysian expressway articles .,Please write the {wikitable=>wiki table} list of expressway 's {interchange=>interchanges} at any Malaysian expressway articles .,wiki_test_206
When I was a child I used to play daily with my classmates and now I am playing at least at the weekend .,"When I was a child , I used to play daily with my classmates and now I am playing at least on weekends .","When I was a child {=>,} I used to play daily with my classmates and now I am playing at least {at the weekend=>on weekends} .",fce_dev_566
"On Guam , the Mariana Crow 's decline is primarily due to predation by the introduced brwon tree snake ( "" Boiga irregularis "" ) .","On Guam , the Mariana crow 's decline is primarily due to predation by the introduced brown tree snake ( "" Boiga irregularis "" ) .","On Guam , the Mariana {Crow=>crow} 's decline is primarily due to predation by the introduced {brwon=>brown} tree snake ( "" Boiga irregularis "" ) .",wiki_test_928
"In Octuber 1980 the New York Times described the transmission of the film by Spanish Television in June that same year as attracting "" one of the largest audiences in the history of Spanish Television .","In October 1980 , the New York Times described the transmission of the film , by Spanish Television in June that same year , as attracting "" one of the largest audiences in the history of Spanish Television.""","In {Octuber=>October} 1980 {=>,} the New York Times described the transmission of the film {=>,} by Spanish Television in June that same year {=>,} as attracting "" one of the largest audiences in the history of Spanish {Television .=>Television.""}",wiki_test_918
"Next the aposticha ( stichera proper to the feast ) are chanted by the choir followed by the Nunc Dimittis , the trisagion prayers , the Lord 's Prayer , the apolytikion ( hymn of the Feast ) , a the dismissal by the Priest .","Next the Aposticha ( stichera proper to the feast ) are chanted by the choir , followed by the Nunc Dimittis , the Trisagion prayers , the Lord 's Prayer , the Apolytikion ( hymn of the feast ) , and the dismissal by the priest .","Next the {aposticha=>Aposticha} ( stichera proper to the feast ) are chanted by the choir {=>,} followed by the Nunc Dimittis , the {trisagion=>Trisagion} prayers , the Lord 's Prayer , the {apolytikion=>Apolytikion} ( hymn of the {Feast=>feast} ) , {a=>and} the dismissal by the {Priest=>priest} .",wiki_dev_485
"I would like to ask , if you could expend the plays and films more for next year ?",I would like to ask if you could expand the plays and films more for next year ?,"I would like to ask {,=>} if you could {expend=>expand} the plays and films more for next year ?",fce_test_409
"I think it would be fun to stay in a tent those two weeks , I have never done that before , by my friends told me that I would enjoy it .","I think it would be fun to stay in a tent during those two weeks . I have never done that before , but my friends told me that I would enjoy it .","I think it would be fun to stay in a tent {=>during} those two weeks {,=>.} I have never done that before , {by=>but} my friends told me that I would enjoy it .",fce_dev_601
I hope this is n't affending you too much ...,I hope this is n't offending you too much ...,I hope this is n't {affending=>offending} you too much ...,fce_test_593
"Hi , you recently blocked this IP address for vandalism .","Hi , you recently blocked this IP address for vandalism.","Hi , you recently blocked this IP address for {vandalism .=>vandalism.}",wiki_dev_425
In my opinion shopping is just to cover our basic needs .,"In my opinion , shopping is just to cover our basic needs .","In my opinion {=>,} shopping is just to cover our basic needs .",fce_test_423
"She was going to have a routine operation , but complications occured and left her in a coma and a two percent chance to live .","She was going to have a routine operation , but complications occurred and left her in a coma with a two percent chance to live .","She was going to have a routine operation , but complications {occured=>occurred} and left her in a coma {and=>with} a two percent chance to live .",wiki_test_946
"Indeed , instead of Danny Brook and Tina Truelove ; we had mean actors .","Indeed , instead of Danny Brook and Tina Truelove , we had amateur actors .","Indeed , instead of Danny Brook and Tina Truelove {;=>,} we had {mean=>amateur} actors .",fce_test_40
"Michael Spears is an American actor , born December 28 , 1977 of parents who were Native Americans .","Michael Spears is an American actor , born on December 28 , 1977 , of parents who were Native Americans .","Michael Spears is an American actor , born {=>on} December 28 , 1977 {=>,} of parents who were Native Americans .",wiki_test_404
From the list of all activities I have choosen photography and golf .,"From the list of all activities , I have chosen photography and golf .","From the list of all activities {=>,} I have {choosen=>chosen} photography and golf .",fce_test_197
Hey Listen guys we will take his dog which love very much and we will sell it to Sally who wants one .,"Hey , listen , guys , we will take his dog , which he loves very much , and we will sell it to Sally , who wants one .","Hey {Listen=>, listen ,} guys {=>,} we will take his dog {=>,} which {love=>he loves} very much {=>,} and we will sell it to Sally {=>,} who wants one .",fce_test_808
